"CustomerID","AccountNumber","CustomerFullname","TotalOrder","TotalRevenue"
15093,AW00015093,Johnny  Moyer,3,7265.65
15094,AW00015094,Wendy B Ortega,3,7108.8724999999995
15095,AW00015095,Jodi A Shan,3,7255.66
15096,AW00015096,Gary  Schare,1,69.99
15097,AW00015097,Morgan  Bennett,3,8377.089999999998
15098,AW00015098,Diana  Sanz,1,38.88
15099,AW00015099,Alvin  Ma,1,90.58000000000001
15100,AW00015100,Brenda  Chandra,3,6952.582499999999
15101,AW00015101,Shawn E Shan,3,6943.552499999999
15102,AW00015102,Allen A Malhotra,2,97.35
15103,AW00015103,Jonathan D Lopez,2,107.85000000000001
15104,AW00015104,Ashley  Thompson,1,69.99
15105,AW00015105,Tina F Rana,1,119.97999999999999
15106,AW00015106,Shannon R Navarro,3,8421.279999999999
15107,AW00015107,Roy  Saunders,1,69.99
15108,AW00015108,Colleen  Gao,2,210.54
15109,AW00015109,Meghan K Carlson,1,119.97999999999999
15110,AW00015110,Janelle M Prasad,1,69.99
15111,AW00015111,Leah  Huang,1,78.97999999999999
15112,AW00015112,Alicia  Luo,1,94.47999999999999
15113,AW00015113,Robert  Smith,1,119.97999999999999
15114,AW00015114,Erika  Munoz,3,6918.8724999999995
15115,AW00015115,Christian M Patterson,1,94.47999999999999
15116,AW00015116,Mackenzie M Ramirez,3,7212.859999999999
15117,AW00015117,Dana B Dominguez,3,6974.562499999999
15118,AW00015118,Nelson  Ortega,3,8301.31
15119,AW00015119,Johnny  Tang,2,68.87
15120,AW00015120,Erika  Suarez,3,5217.698199999999
15121,AW00015121,Brendan  Andersen,3,5202.729600000001
15122,AW00015122,Abby T Raman,3,5193.7196
15123,AW00015123,Sergio L Lopez,2,81.26
15124,AW00015124,Wendy A Hernandez,2,122.43999999999998
15125,AW00015125,Cory A Martinez,2,81.25999999999999
15126,AW00015126,Manuel  Sanchez,2,86.26
15127,AW00015127,Wesley K Yang,3,5182.7296
15128,AW00015128,Angelica  Barnes,2,77.27
15129,AW00015129,Jennifer M Patterson,3,5177.7296
15130,AW00015130,Roger V Ma,3,5215.3982
15131,AW00015131,Lacey L Sun,2,81.26
15132,AW00015132,Jenny  Pal,2,151.94
15133,AW00015133,Raul R Rai,3,5237.7296
15134,AW00015134,Meagan J Raman,3,5151.7096
15135,AW00015135,Derek M Kumar,2,4381.3895999999995
15136,AW00015136,Emma M Johnson,2,62.269999999999996
15137,AW00015137,Luke  Foster,2,161.94
15138,AW00015138,Monique J Hernandez,2,123.45000000000002
15139,AW00015139,Colin M She,2,59.980000000000004
15140,AW00015140,Diane A Bradley,2,62.269999999999996
15141,AW00015141,Sandra P Zheng,2,63.97
15142,AW00015142,Karl  Nara,2,138.46
15143,AW00015143,Kelvin S Wang,2,4366.4096
15144,AW00015144,Deanna W Serrano,2,4344.0882
15145,AW00015145,Crystal A Lu,2,4368.6996
15146,AW00015146,Adriana M Sara,2,161.94
15147,AW00015147,Clarence R Chen,2,97.45
15148,AW00015148,James M West,2,90.75
15149,AW00015149,Natalie  Morgan,2,63.97
15150,AW00015150,Colleen D Shan,2,4379.0782
15151,AW00015151,Karl M Shen,2,4344.0882
15152,AW00015152,Meghan J Moreno,2,4464.5682
15153,AW00015153,Kristen R Li,2,113.97
15154,AW00015154,Joe  Hernandez,2,109.97
15155,AW00015155,Jamie  Harrison,2,3148.9399999999996
15156,AW00015156,Dylan D Foster,1,124.99
15157,AW00015157,Jordan  Gonzalez,3,213.93999999999997
15158,AW00015158,Victoria  Moore,1,39.980000000000004
15159,AW00015159,Eric  Washington,1,7.28
15160,AW00015160,Candace S Van,1,98.96000000000001
15161,AW00015161,Trinity A James,1,7.28
15162,AW00015162,Kaitlyn Z Barnes,3,154.95999999999998
15163,AW00015163,Victoria J Murphy,1,7.28
15164,AW00015164,Savannah  Collins,1,4.99
15165,AW00015165,Carl  Anand,1,39.980000000000004
15166,AW00015166,Nina  Goel,2,3124.96
15167,AW00015167,Sara  Hernandez,2,3180.9399999999996
15168,AW00015168,Xavier R Bell,1,39.980000000000004
15169,AW00015169,Zachary M Miller,2,2919.8896000000004
15170,AW00015170,Jermaine L Martinez,2,4391.4096
15171,AW00015171,Destiny  Jones,2,4392.0181999999995
15172,AW00015172,Alexandra K Hill,4,215.45000000000002
15173,AW00015173,Miguel J Henderson,1,45.95
15174,AW00015174,Trinity  Rogers,1,99.9
15175,AW00015175,Kristi S Malhotra,2,4850.33
15176,AW00015176,Kristi  Ramos,2,4703.029999999999
15177,AW00015177,Jorge W Lu,1,7.28
15178,AW00015178,Drew W Tang,2,4445.0581999999995
15179,AW00015179,Jay  Rubio,2,4444.8895999999995
15180,AW00015180,Jillian L Suri,2,4466.3895999999995
15181,AW00015181,Rosa P Huang,2,4448.3796
15182,AW00015182,Deanna  Srini,2,4391.4096
15183,AW00015183,Michele  Raji,2,4368.6996
15184,AW00015184,Mathew A Hernandez,2,4441.379599999999
15185,AW00015185,Jonathan D Evans,2,4393.6996
15186,AW00015186,Leah J Yang,2,86.76
15187,AW00015187,Benjamin D Brown,2,4725.32
15188,AW00015188,Isaac S Watson,2,1631.46
15189,AW00015189,Kayla B Russell,2,1552.48
15190,AW00015190,Katherine L Watson,1,98.96
15191,AW00015191,Andres L Kumar,2,1552.48
15192,AW00015192,Tasha  Shan,2,4384.0782
15193,AW00015193,Samuel  King,2,3209.9299999999994
15194,AW00015194,Erik W Suarez,2,3173.9399999999996
15195,AW00015195,Edwin  Huang,2,3154.95
15196,AW00015196,Isaiah O Reed,2,3159.4399999999996
15197,AW00015197,Elijah  Kumar,3,191.81
15198,AW00015198,Lauren K Watson,1,7.28
15199,AW00015199,Joe L Jordan,2,3080.2699999999995
15200,AW00015200,Mindy A Simpson,2,3142.9699999999993
15201,AW00015201,Miranda  Washington,2,4793.019999999999
15202,AW00015202,Blake C Bryant,1,12.940000000000001
15203,AW00015203,David  Lewis,2,3211.449999999999
15204,AW00015204,Deanna S Gonzalez,2,4444.0682
15205,AW00015205,Shawna C Black,2,4433.6896
15206,AW00015206,Maurice  Andersen,2,98.96000000000001
15207,AW00015207,Josue  Diaz,2,4446.3996
15208,AW00015208,Colleen E Luo,2,2951.5582
15209,AW00015209,Frank M Romero,2,2916.5582
15210,AW00015210,Kurt  Raje,2,2926.3896000000004
15211,AW00015211,Kenneth S Luo,2,2910.8996
15212,AW00015212,Marcus D Henderson,2,68.96
15213,AW00015213,Briana L Martin,2,2818.5882
15214,AW00015214,Amanda  Jenkins,2,4490.879599999999
15215,AW00015215,Alberto C Jiménez,2,4468.5581999999995
15216,AW00015216,Desiree  Gutierrez,2,101.74000000000001
15217,AW00015217,Ethan  Jai,2,41.26
15218,AW00015218,Willie  Johnsen,2,4399.0782
15219,AW00015219,Clayton A Chen,2,4399.0782
15220,AW00015220,Micah J Liu,2,4384.0782
15221,AW00015221,Troy P Arun,2,4447.8696
15222,AW00015222,Cynthia M Patel,2,123.45000000000002
15223,AW00015223,Ebony F Martin,2,4366.4096
15224,AW00015224,Pedro S Gutierrez,2,71.92
15225,AW00015225,Yolanda  Bhat,2,4401.4096
15226,AW00015226,Lori M Moreno,2,4391.4096
15227,AW00015227,Harold  Malhotra,2,4469.5581999999995
15228,AW00015228,Jermaine E Raman,2,4375.0581999999995
15229,AW00015229,Calvin  Rai,2,2833.5681999999997
15230,AW00015230,Jillian D Vance,2,242.95
15231,AW00015231,Alexia D Barnes,2,90.75
15232,AW00015232,Omar I Ma,2,39.97
15233,AW00015233,Tammy  Rodriguez,2,59.980000000000004
15234,AW00015234,Kathleen C Moreno,2,59.980000000000004
15235,AW00015235,Kari  Lopez,2,190.89
15236,AW00015236,Brandy I Kapoor,2,126.95
15237,AW00015237,Devon L Lal,2,66.25999999999999
15238,AW00015238,Jonathon A Alonso,2,98.96000000000001
15239,AW00015239,Sergio D Rodriguez,2,123.45
15240,AW00015240,Monique R Navarro,2,73.96000000000001
15241,AW00015241,Geoffrey M Madan,2,51.91
15242,AW00015242,Neil  Suarez,2,37.269999999999996
15243,AW00015243,Lauren  Harris,1,36.96
15244,AW00015244,Alexis L Rodriguez,4,179.19
15245,AW00015245,Eduardo  Ross,1,30.97
15246,AW00015246,Kaitlyn R Watson,1,21.98
15247,AW00015247,Catherine  Stewart,1,7.28
15248,AW00015248,Richard  Harris,1,64.47
15249,AW00015249,Abigail L Anderson,1,46.47
15250,AW00015250,Jose M Scott,1,56.97
15251,AW00015251,Noah A Hall,4,200.2
15252,AW00015252,Jada  Murphy,2,1552.48
15253,AW00015253,Barry  Suri,2,78.96
15254,AW00015254,Carla C Chapman,2,1624.45
15255,AW00015255,Evan  Collins,2,1587.47
15256,AW00015256,Dalton R Ramirez,2,1631.46
15257,AW00015257,Matthew  Anderson,1,39.980000000000004
15258,AW00015258,Chloe  Reed,1,4.99
15259,AW00015259,Franklin  Zhu,1,21.98
15260,AW00015260,Kathleen  Torres,1,45.95
15261,AW00015261,Carolyn  Torres,2,70.74000000000001
15262,AW00015262,Jan A Gonzalez,2,3772.4096
15263,AW00015263,Paige L Coleman,2,78.96
15264,AW00015264,Peter L Goel,2,38.98
15265,AW00015265,Kristopher L Malhotra,2,2897.5681999999997
15266,AW00015266,Briana A Suarez,2,2935.3696
15267,AW00015267,Kendra R Alvarez,2,2853.5782
15268,AW00015268,Shannon F Wu,2,2840.9096
15269,AW00015269,Chloe W King,1,7.28
15270,AW00015270,Ariana B Cox,1,39.980000000000004
15271,AW00015271,Samuel R Yang,1,39.980000000000004
15272,AW00015272,Kyle  Gonzales,1,64.47
15273,AW00015273,Brandon  Alexander,1,103.48
15274,AW00015274,Alexander M Johnson,1,114.46000000000001
15275,AW00015275,Eric L Collins,1,13.98
15276,AW00015276,Megan L Hall,2,1346.76
15277,AW00015277,Hailey E Griffin,1,96.44
15278,AW00015278,Brandon  Russell,1,56.97
15279,AW00015279,Hunter E Lee,1,56.97
15280,AW00015280,Mya L Griffin,2,3114.9399999999996
15281,AW00015281,Hunter  Anderson,1,39.980000000000004
15282,AW00015282,Elizabeth A Thomas,1,7.28
15283,AW00015283,Eugene A Li,1,865.95
15284,AW00015284,Jay  Prasad,2,1683.93
15285,AW00015285,Olivia A Rodriguez,1,39.980000000000004
15286,AW00015286,Thomas C Nelson,1,68.49
15287,AW00015287,Stephanie S Baker,2,1681.45
15288,AW00015288,Logan  Perry,2,1574.46
15289,AW00015289,Katelyn  Gray,2,1574.46
15290,AW00015290,Edward  Thompson,2,1676.46
15291,AW00015291,Julia J Alexander,1,889.47
15292,AW00015292,Megan C Bailey,1,54.96000000000001
15293,AW00015293,Mason C Watson,1,39.980000000000004
15294,AW00015294,Michael  Robinson,1,59.980000000000004
15295,AW00015295,Louis  Shan,1,7.28
15296,AW00015296,Chloe C Peterson,1,7.28
15297,AW00015297,Nicole J Bryant,1,39.980000000000004
15298,AW00015298,Joe G Chandra,1,7.28
15299,AW00015299,Charles H Lopez,1,7.28
15300,AW00015300,Seth  Butler,1,4.99
15301,AW00015301,Amy A Guo,1,15.23
15302,AW00015302,Brianna  Thomas,2,3134.95
15303,AW00015303,Haley  Patterson,2,3077.9799999999996
15304,AW00015304,Miranda J Powell,2,4843.0
15305,AW00015305,Jacquelyn D Ortega,1,15.23
15306,AW00015306,Victoria  Sanchez,1,89.97
15307,AW00015307,Jennifer  Garcia,1,39.980000000000004
15308,AW00015308,Christy C Lal,2,1622.47
15309,AW00015309,Dylan C Wilson,2,1622.47
15310,AW00015310,Amanda M Stewart,3,94.44
15311,AW00015311,Brandon J Thompson,2,1622.47
15312,AW00015312,Alexandria A Gonzales,2,1631.46
15313,AW00015313,Garrett C Morris,1,7.28
15314,AW00015314,Eduardo  Torres,2,1576.45
15315,AW00015315,Katherine S Bennett,1,4.99
15316,AW00015316,Alexis  Harris,1,7.28
15317,AW00015317,Rachel R Jenkins,1,54.980000000000004
15318,AW00015318,Grace D Watson,1,39.980000000000004
15319,AW00015319,Jade M Sanchez,1,7.28
15320,AW00015320,Eduardo F Brooks,2,3152.959999999999
15321,AW00015321,Blake  Phillips,2,3112.9799999999996
15322,AW00015322,Evan M Green,2,3152.95
15323,AW00015323,Eduardo  Wilson,1,804.47
15324,AW00015324,Renee  Serrano,1,50.940000000000005
15325,AW00015325,Elijah P Hayes,2,1584.76
15326,AW00015326,Todd J Zheng,1,172.98000000000002
15327,AW00015327,Paula  Hernandez,1,39.980000000000004
15328,AW00015328,Fernando  Jackson,2,3199.4399999999996
15329,AW00015329,Brianna  Cox,2,3134.95
15330,AW00015330,Catherine  Richardson,1,39.980000000000004
15331,AW00015331,Jacob M Taylor,1,7.28
15332,AW00015332,Jason F Sharma,1,39.980000000000004
15333,AW00015333,Marie  Diaz,2,1631.46
15334,AW00015334,Sydney J Williams,1,848.47
15335,AW00015335,Emily  Patterson,1,39.980000000000004
15336,AW00015336,Marco J Garcia,1,7.28
15337,AW00015337,Rachel A Gonzales,2,1622.47
15338,AW00015338,Marie J Navarro,2,1597.7
15339,AW00015339,Noah J Zhang,2,1622.47
15340,AW00015340,Brittany R Barnes,3,156.04
15341,AW00015341,Lacey  Deng,2,1622.47
15342,AW00015342,Ashlee L Raji,2,1646.96
15343,AW00015343,Carson  Barnes,2,1552.48
15344,AW00015344,Luke E Russell,1,4.99
15345,AW00015345,Ashley R Perry,2,3101.95
15346,AW00015346,Charles E Rodriguez,2,3247.25
15347,AW00015347,Deanna A Alonso,2,1631.46
15348,AW00015348,Greg G Carter,2,3198.45
15349,AW00015349,Stephanie L Gonzalez,2,3139.9399999999996
15350,AW00015350,Kathleen N Serrano,2,3145.26
15351,AW00015351,Steve  Lu,2,3114.9399999999996
15352,AW00015352,Raymond  Martinez,1,69.99
15353,AW00015353,Michele K Xu,2,325.83
15354,AW00015354,Corey  Kumar,3,8297.289999999999
15355,AW00015355,Janelle  Martinez,1,35.0
15356,AW00015356,Dawn  Jai,1,119.97999999999999
15357,AW00015357,Craig  Navarro,3,7232.369999999999
15358,AW00015358,Danielle J Sanders,1,39.980000000000004
15359,AW00015359,Logan M Yang,1,51.459999999999994
15360,AW00015360,Ryan  Martin,1,4.99
15361,AW00015361,Thomas  Gonzales,1,39.980000000000004
15362,AW00015362,Jennifer  Adams,2,4745.0199999999995
15363,AW00015363,Justin S Yang,2,4719.039999999999
15364,AW00015364,Aidan R Bryant,2,3183.9399999999996
15365,AW00015365,Victoria  Gray,2,3142.2299999999996
15366,AW00015366,Alyssa C Coleman,1,59.980000000000004
15367,AW00015367,Alyssa L White,2,3177.959999999999
15368,AW00015368,Brandi A Martin,1,7.28
15369,AW00015369,Connor  Perez,2,3127.949999999999
15370,AW00015370,Jessica K Butler,1,7.28
15371,AW00015371,Cameron  Bryant,2,3178.95
15372,AW00015372,Miguel  Alexander,2,3105.2699999999995
15373,AW00015373,Kaitlyn  Jones,1,39.980000000000004
15374,AW00015374,Donna  Kumar,2,3177.959999999999
15375,AW00015375,Alisha M Chande,1,67.93
15376,AW00015376,Megan A Sanders,3,136.24
15377,AW00015377,Brianna  Jackson,3,167.89999999999998
15378,AW00015378,Devin J Ward,3,170.91
15379,AW00015379,Amanda A Griffin,2,3184.4399999999996
15380,AW00015380,Nathan T Robinson,2,3145.2599999999993
15381,AW00015381,Alexa  Howard,1,4.99
15382,AW00015382,Kimberly R Blue,1,103.48
15383,AW00015383,Charles  Rivera,1,114.46
15384,AW00015384,Xavier  Alan,1,7.28
15385,AW00015385,Destiny  Reed,1,7.28
15386,AW00015386,Nicholas  Taylor,1,4.99
15387,AW00015387,Miguel B Rodriguez,1,4.99
15388,AW00015388,Victoria  Smith,2,3127.949999999999
15389,AW00015389,Joan E King,2,3152.959999999999
15390,AW00015390,Jonathan B Turner,1,39.980000000000004
15391,AW00015391,Jordyn K Powell,2,4828.01
15392,AW00015392,Sydney  Brown,1,39.980000000000004
15393,AW00015393,Rebekah E Ruiz,1,7.28
15394,AW00015394,Natalie C Wilson,2,3134.95
15395,AW00015395,Joseph D Clark,2,4780.0199999999995
15396,AW00015396,Julia  Wilson,2,3147.95
15397,AW00015397,Karl  Tang,1,39.980000000000004
15398,AW00015398,Jose  Wang,2,3132.9699999999993
15399,AW00015399,Mackenzie J Murphy,2,3148.2199999999993
15400,AW00015400,Samuel W Roberts,1,4.99
15401,AW00015401,Rachel R Hughes,1,39.980000000000004
15402,AW00015402,Connor J Evans,3,131.55
15403,AW00015403,Jeremiah L Ross,1,39.980000000000004
15404,AW00015404,Sydney L Robinson,2,3114.9399999999996
15405,AW00015405,Miguel E Ross,1,15.23
15406,AW00015406,Amanda  Butler,1,7.28
15407,AW00015407,Julia  Lee,1,39.980000000000004
15408,AW00015408,Olivia  Thompson,1,39.980000000000004
15409,AW00015409,Eduardo J Cooper,2,1567.46
15410,AW00015410,Katherine B Harris,2,1619.9
15411,AW00015411,Jay  Chandra,2,3127.949999999999
15412,AW00015412,Ryan A Griffin,1,4.99
15413,AW00015413,Donald  Prasad,3,318.91999999999996
15414,AW00015414,Isaac B Richardson,1,4.99
15415,AW00015415,Rachel  Gray,1,89.97
15416,AW00015416,Edward A Barnes,1,4.99
15417,AW00015417,Alvin  Lu,2,3120.26
15418,AW00015418,Angel E Kelly,3,232.23
15419,AW00015419,Carlos  Baker,2,3102.9799999999996
15420,AW00015420,Nathan B Hernandez,1,4.99
15421,AW00015421,Cameron W Clark,1,4.99
15422,AW00015422,Kelly F Griffin,2,1633.94
15423,AW00015423,Jack  Long,1,4.99
15424,AW00015424,Rebecca C Hill,1,30.97
15425,AW00015425,Tina L Sai,2,3772.4096
15426,AW00015426,Cristina N Kumar,2,115.91999999999997
15427,AW00015427,Jade  Murphy,2,1574.46
15428,AW00015428,Richard D Howard,2,1631.46
15429,AW00015429,Aaron  Li,2,3170.2
15430,AW00015430,Alfredo  Jiménez,1,39.980000000000004
15431,AW00015431,John  Jackson,1,7.28
15432,AW00015432,Alvin R Kumar,2,1587.47
15433,AW00015433,Adam  Sharma,2,1622.47
15434,AW00015434,Brent  Zhou,2,32.28
15435,AW00015435,Geoffrey P Raman,2,3801.3896000000004
15436,AW00015436,Patricia E Suri,2,3772.4096
15437,AW00015437,Candace  Srini,2,37.269999999999996
15438,AW00015438,Arthur  Rodriguez,2,3788.6796000000004
15439,AW00015439,Mason  Evans,2,3804.0782
15440,AW00015440,Jon H Pal,3,6736.5599999999995
15441,AW00015441,Christy L Zeng,2,77.27000000000001
15442,AW00015442,Alejandro J Shen,1,93.47999999999999
15443,AW00015443,Francisco  Patel,1,7.28
15444,AW00015444,Roy S Fernandez,2,138.95
15445,AW00015445,Bob  Lopez,1,64.97
15446,AW00015446,Levi  Madan,1,32.269999999999996
15447,AW00015447,Regina  Madan,1,24.99
15448,AW00015448,Omar K She,2,52.93000000000001
15449,AW00015449,Cedric  Yuan,2,49.56
15450,AW00015450,Marshall D Black,1,32.269999999999996
15451,AW00015451,Linda A Munoz,2,2756.5425
15452,AW00015452,Alison  Goel,1,24.99
15453,AW00015453,Isabelle C Barnes,3,6650.599999999999
15454,AW00015454,Ian K Bennett,2,2746.5525
15455,AW00015455,Denise F Raman,2,3099.29
15456,AW00015456,Donald  Suri,2,2815.5225
15457,AW00015457,Adriana S Martinez,2,2781.5425
15458,AW00015458,Krystal M Ma,1,4.99
15459,AW00015459,Beth  Dominguez,1,34.92
15460,AW00015460,Bethany  Nara,2,2746.5525
15461,AW00015461,Alberto R Gutierrez,2,88.96
15462,AW00015462,Tony C Chande,2,3086.8199999999997
15463,AW00015463,Terrence T Yuan,2,2802.4925000000003
15464,AW00015464,Kristi  Blanco,2,37.269999999999996
15465,AW00015465,Jacquelyn  Navarro,2,40.23
15466,AW00015466,Elijah  Perez,2,1587.47
15467,AW00015467,Caleb A Shan,2,1631.46
15468,AW00015468,Emma  Foster,3,436.35
15469,AW00015469,Fernando L Williams,1,39.980000000000004
15470,AW00015470,Hailey M Lopez,1,76.96000000000001
15471,AW00015471,Destiny D White,2,1622.47
15472,AW00015472,Jennifer B Torres,2,1560.43
15473,AW00015473,Abigail  Jenkins,2,1552.48
15474,AW00015474,Cameron M Lal,2,1676.46
15475,AW00015475,Kaitlyn S Brooks,2,1587.46
15476,AW00015476,Alyssa  Powell,1,7.28
15477,AW00015477,Jose J Adams,1,7.28
15478,AW00015478,Melanie B Russell,3,182.83
15479,AW00015479,Andrea  Wright,1,85.95
15480,AW00015480,Denise K Lopez,2,3077.9799999999996
15481,AW00015481,Jamie M Zhang,2,3152.96
15482,AW00015482,Audrey L Rubio,2,3124.45
15483,AW00015483,Katherine  Robinson,2,3120.26
15484,AW00015484,Samuel L Henderson,2,3179.95
15485,AW00015485,Jordan  Wright,1,39.980000000000004
15486,AW00015486,Kevin  Griffin,1,39.980000000000004
15487,AW00015487,Jesse  Ramirez,1,89.97
15488,AW00015488,Evan J Richardson,3,165.29999999999998
15489,AW00015489,Emily  Thompson,2,1685.45
15490,AW00015490,Kaitlyn R Rivera,2,4813.519999999999
15491,AW00015491,Shannon A Li,2,3181.459999999999
15492,AW00015492,Grace J Long,2,3117.45
15493,AW00015493,Eric N Chen,2,3099.96
15494,AW00015494,Anna D Ross,3,275.44
15495,AW00015495,Craig A Alonso,1,39.980000000000004
15496,AW00015496,Kelli V Goel,1,39.980000000000004
15497,AW00015497,Katelyn R Phillips,2,1622.47
15498,AW00015498,Alexandra E Washington,3,256.52
15499,AW00015499,Robert  Thomas,2,3222.9799999999996
15500,AW00015500,Keith  Raji,2,3153.95
15501,AW00015501,Justin  Simmons,2,3197.9799999999996
15502,AW00015502,Nathaniel C Howard,2,1587.47
15503,AW00015503,Caitlin V James,2,1622.45
15504,AW00015504,Jared M James,1,39.980000000000004
15505,AW00015505,Gabriella A Bailey,1,7.28
15506,AW00015506,Evan C Sanders,2,1552.48
15507,AW00015507,Hailey  Campbell,3,267.84000000000003
15508,AW00015508,Megan  Brooks,1,39.980000000000004
15509,AW00015509,Zachary  Washington,1,39.980000000000004
15510,AW00015510,Ernest  She,1,39.980000000000004
15511,AW00015511,Haley  Kelly,3,143.54
15512,AW00015512,Jose M Hayes,1,61.96
15513,AW00015513,Madeline E Perez,1,39.980000000000004
15514,AW00015514,Angela  Ramirez,1,124.99
15515,AW00015515,Carlos K Wright,1,7.28
15516,AW00015516,Shaun V Raje,1,7.28
15517,AW00015517,Thomas C Edwards,2,3112.9799999999996
15518,AW00015518,Richard A Bryant,2,3114.9399999999996
15519,AW00015519,Jennifer K Evans,1,21.98
15520,AW00015520,Desiree  Navarro,2,1611.96
15521,AW00015521,Kathryn  Deng,2,3172.95
15522,AW00015522,Ethan I Russell,1,26.97
15523,AW00015523,Jonathan  Yang,2,1631.46
15524,AW00015524,Dalton M Stone,1,7.28
15525,AW00015525,Marie E Gonzalez,2,1560.43
15526,AW00015526,Isabelle A Flores,3,188.32000000000002
15527,AW00015527,Megan C Rivera,2,1622.47
15528,AW00015528,Lucas  Ramirez,2,1676.46
15529,AW00015529,Jason  Allen,2,1587.47
15530,AW00015530,Madison L Johnson,1,846.46
15531,AW00015531,Calvin A Raji,2,1622.47
15532,AW00015532,Marshall  Jai,2,1589.75
15533,AW00015533,Anna R Richardson,1,4.99
15534,AW00015534,Steven  Bell,2,3199.4399999999996
15535,AW00015535,Jordan L Scott,2,3099.96
15536,AW00015536,Victoria A Thomas,3,249.53000000000003
15537,AW00015537,Destiny  Peterson,2,1631.46
15538,AW00015538,Luis  Lal,2,1595.4099999999999
15539,AW00015539,Raul  Goel,1,64.47
15540,AW00015540,Randall C Ortega,2,3124.96
15541,AW00015541,Zoe J Morris,1,61.96
15542,AW00015542,Andrea L Baker,2,3117.959999999999
15543,AW00015543,Emma P Flores,3,180.94
15544,AW00015544,Thomas J Brown,1,111.95
15545,AW00015545,Jennifer S Rivera,1,39.980000000000004
15546,AW00015546,Robert Z Jenkins,1,39.980000000000004
15547,AW00015547,Cassidy  Wood,2,1587.47
15548,AW00015548,Morgan J Brooks,2,1337.96
15549,AW00015549,Richard R Davis,1,574.98
15550,AW00015550,Orlando  Alonso,1,4.99
15551,AW00015551,Kaylee T Gray,2,1375.26
15552,AW00015552,Tyler C Lewis,2,1426.46
15553,AW00015553,Ivan  Lopez,2,1372.95
15554,AW00015554,Zoe L Bailey,2,1357.97
15555,AW00015555,Hailey  Barnes,2,1371.95
15556,AW00015556,Dylan  Davis,1,588.96
15557,AW00015557,Nathaniel  Murphy,2,1337.96
15558,AW00015558,Hailey  Morris,2,1362.96
15559,AW00015559,Devin A Flores,3,172.04000000000002
15560,AW00015560,Gabrielle E Gray,1,4.99
15561,AW00015561,Angel B Young,2,1375.26
15562,AW00015562,Kaitlyn I James,2,1347.97
15563,AW00015563,Luke  Lopez,1,39.980000000000004
15564,AW00015564,Eduardo  Hughes,3,188.52
15565,AW00015565,Kyle  Mitchell,2,3099.96
15566,AW00015566,Aaron  Foster,2,4912.469999999999
15567,AW00015567,Carmen V Madan,2,4720.2699999999995
15568,AW00015568,Aaron A Hayes,2,3112.9699999999993
15569,AW00015569,Morgan  Ward,2,3077.9799999999996
15570,AW00015570,Brianna L Powell,2,1344.96
15571,AW00015571,Angel G Allen,3,101.85
15572,AW00015572,Anna B Garcia,3,104.55000000000001
15573,AW00015573,Thomas E Wilson,1,4.99
15574,AW00015574,Carlos B Peterson,1,127.28
15575,AW00015575,Alvin B Ye,2,2910.8996
15576,AW00015576,Carly J Raje,2,4344.0882
15577,AW00015577,Mayra E Malhotra,2,143.45
15578,AW00015578,Diane  Gill,2,4509.8996
15579,AW00015579,Brittany  Coleman,2,34.98
15580,AW00015580,Ruben  Raman,2,2910.8996
15581,AW00015581,Toni  Perez,2,113.94
15582,AW00015582,Jeffery A Cai,2,2907.5582
15583,AW00015583,Lindsey  Xu,2,66.25999999999999
15584,AW00015584,Christy  Raji,2,62.269999999999996
15585,AW00015585,Roy H Garcia,2,4367.018199999999
15586,AW00015586,Victor  Blanco,2,4469.3696
15587,AW00015587,Jessica  Ward,2,4423.3796
15588,AW00015588,Kristy  Alvarez,2,4486.0682
15589,AW00015589,Gilbert  He,2,4416.3796
15590,AW00015590,Marshall J Wu,2,4440.048199999999
15591,AW00015591,Darren P Srini,2,4346.378199999999
15592,AW00015592,Janet L Moreno,2,59.980000000000004
15593,AW00015593,Naomi A Martin,2,116.26
15594,AW00015594,Joanna  Carlson,2,66.26
15595,AW00015595,Andre  Sanchez,2,4369.0882
15596,AW00015596,Gilbert  Goel,2,4460.038199999999
15597,AW00015597,Terry  Raji,2,4391.4096
15598,AW00015598,Tanya I Rubio,2,167.93
15599,AW00015599,Darryl R Ma,2,81.24000000000001
15600,AW00015600,Josue R Dominguez,2,4590.3996
15601,AW00015601,Naomi C Moreno,2,4429.5682
15602,AW00015602,Warren M Wu,2,63.97
15603,AW00015603,Philip M Blanco,2,39.97
15604,AW00015604,Clifford  Prasad,2,66.75
15605,AW00015605,Alan L Yang,2,39.97
15606,AW00015606,Marco C Prasad,2,115.92999999999999
15607,AW00015607,Ricky A Gill,2,88.46000000000001
15608,AW00015608,Faith A James,1,39.980000000000004
15609,AW00015609,Karl C Sharma,1,27.279999999999998
15610,AW00015610,Jessica A Gonzales,2,114.96000000000001
15611,AW00015611,Michele  Patel,1,54.25
15612,AW00015612,Damien  Ma,2,79.97
15613,AW00015613,Melinda  Moreno,1,27.279999999999998
15614,AW00015614,Faith S Simmons,2,6059.18
15615,AW00015615,Erika  Alvarez,2,70.24000000000001
15616,AW00015616,Janet K Alonso,1,27.279999999999998
15617,AW00015617,Dawn A Chande,1,59.91
15618,AW00015618,Gabriel  Sharma,1,24.99
15619,AW00015619,Levi  Subram,2,5908.25
15620,AW00015620,Dominique S Subram,2,5959.719999999999
15621,AW00015621,Kelli T Wu,2,5977.74
