"CustomerID","AccountNumber","CustomerFullname","TotalOrder","TotalRevenue"
15598,AW00015598,Tanya I Rubio,2,"16793.0000"
15599,AW00015599,Darryl R Ma,2,"8124.0000"
15600,AW00015600,Josue R Dominguez,2,"20966094.0000"
15601,AW00015601,Naomi C Moreno,2,"20729029.0000"
15602,AW00015602,Warren M Wu,2,"6397.0000"
15603,AW00015603,Philip M Blanco,2,"3997.0000"
15604,AW00015604,Clifford  Prasad,2,"6675.0000"
15605,AW00015605,Alan L Yang,2,"3997.0000"
15606,AW00015606,Marco C Prasad,2,"11593.0000"
15607,AW00015607,Ricky A Gill,2,"8846.0000"
15608,AW00015608,Faith A James,1,"3998.0000"
15609,AW00015609,Karl C Sharma,1,"2728.0000"
15610,AW00015610,Jessica A Gonzales,2,"11496.0000"
15611,AW00015611,Michele  Patel,1,"5425.0000"
15612,AW00015612,Damien  Ma,2,"7997.0000"
15613,AW00015613,Melinda  Moreno,1,"2728.0000"
15614,AW00015614,Faith S Simmons,2,"605918.0000"
15615,AW00015615,Erika  Alvarez,2,"7024.0000"
15616,AW00015616,Janet K Alonso,1,"2728.0000"
15617,AW00015617,Dawn A Chande,1,"5991.0000"
15618,AW00015618,Gabriel  Sharma,1,"2499.0000"
15619,AW00015619,Levi  Subram,2,"590825.0000"
15620,AW00015620,Dominique S Subram,2,"595972.0000"
15621,AW00015621,Kelli T Wu,2,"597774.0000"
15622,AW00015622,Yvonne  Schleger,2,"302732.0000"
15623,AW00015623,Molly A Madan,3,"724687.0000"
15624,AW00015624,Tyrone  Rubio,3,"22296427.0000"
15625,AW00015625,Clinton  Alvarez,3,"716939.0000"
15626,AW00015626,Eduardo F White,3,"22300376.0000"
15627,AW00015627,Troy  Srini,3,"22291827.0000"
15628,AW00015628,Brianna T Sandberg,1,"6397.0000"
15629,AW00015629,Meghan A Ruiz,1,"3998.0000"
15630,AW00015630,Nichole C Tang,3,"513637.0000"
15631,AW00015631,Clayton  Andersen,3,"512239.0000"
15632,AW00015632,Gloria P Carlson,3,"524506.0000"
15633,AW00015633,Ashlee D Shan,1,"6849.0000"
15634,AW00015634,Dalton L Kelly,2,"6196.0000"
15635,AW00015635,Sheila  Martin,2,"11695.0000"
15636,AW00015636,David P White,1,"7896.0000"
15637,AW00015637,Russell A Sharma,3,"22297426.0000"
15638,AW00015638,Rosa J He,3,"516237.0000"
15639,AW00015639,Melanie H Coleman,2,"3457.0000"
15640,AW00015640,Gary  Gomez,2,"3457.0000"
15641,AW00015641,Marco L Sara,2,"9675.0000"
15642,AW00015642,Cara B Gao,2,"20884295.0000"
15643,AW00015643,Omar  Raji,2,"20887794.0000"
15644,AW00015644,Savannah F Gonzalez,2,"20887422.0000"
15645,AW00015645,Javier  Gill,2,"20664580.0000"
15646,AW00015646,Emma A Kelly,2,"20666480.0000"
15647,AW00015647,Dawn  He,2,"20662479.0000"
15648,AW00015648,Edgar A Gonzalez,2,"20887794.0000"
15649,AW00015649,Melinda T Jimenez,2,"304831.0000"
15650,AW00015650,Ronnie  Li,1,"11496.0000"
15651,AW00015651,Ann T Lopez,2,"21872124.0000"
15652,AW00015652,Barbara M Wang,3,"516008.0000"
15653,AW00015653,Gerald E Madan,3,"520406.0000"
15654,AW00015654,Levi  Fernandez,1,"2499.0000"
15655,AW00015655,Deanna  Gomez,2,"21872851.0000"
15656,AW00015656,Darryl  Zhao,2,"299233.0000"
15657,AW00015657,Marcus A Hayes,3,"525134.0000"
15658,AW00015658,Victoria  Rogers,1,"6497.0000"
15659,AW00015659,Angela J Rivera,2,"304781.0000"
15660,AW00015660,April  Jai,3,"516907.0000"
15661,AW00015661,Brandon J Robinson,3,"520804.0000"
15662,AW00015662,Megan M Richardson,3,"525307.0000"
15663,AW00015663,Mandy A Chen,2,"21874623.0000"
15664,AW00015664,Jill  Vazquez,2,"21874521.0000"
15665,AW00015665,Kristi P Sai,2,"21877821.0000"
15666,AW00015666,Bianca B Liang,2,"308930.0000"
15667,AW00015667,Hector  Ramos,2,"312532.0000"
15668,AW00015668,Erick E Fernandez,2,"591324.0000"
15669,AW00015669,Paul J Suurs,2,"589826.0000"
15670,AW00015670,Sergio S Sánchez,1,"11496.0000"
15671,AW00015671,Lawrence  Torres,2,"3155.0000"
15672,AW00015672,Kelvin E Nara,1,"8997.0000"
15673,AW00015673,Jon  Goel,1,"6497.0000"
15674,AW00015674,Tommy A Raheem,2,"305332.0000"
15675,AW00015675,Jay A Alonso,3,"720638.0000"
15676,AW00015676,Todd  Wang,3,"722468.0000"
15677,AW00015677,Alyssa C Bradley,3,"720086.0000"
15678,AW00015678,Susan  Zhou,3,"722334.0000"
15679,AW00015679,Robert  Patterson,1,"6497.0000"
15680,AW00015680,Tasha  She,1,"499.0000"
15681,AW00015681,Emma P Gonzales,2,"10556.0000"
15682,AW00015682,Heidi R Garcia,1,"6999.0000"
15683,AW00015683,Jessie  Carlson,1,"8998.0000"
15684,AW00015684,Tyrone  Suarez,3,"22293776.0000"
15685,AW00015685,Robin  Vazquez,3,"718837.0000"
15686,AW00015686,Pedro A Vazquez,2,"7258.0000"
15687,AW00015687,Jay  Suri,3,"22294856.0000"
15688,AW00015688,Chase J Gray,3,"22219621.0000"
15689,AW00015689,Stacey  Wang,1,"3500.0000"
15690,AW00015690,Clifford R Perez,2,"7657.0000"
15691,AW00015691,Julian J Henderson,3,"834129.0000"
15692,AW00015692,Ryan J Garcia,3,"839230.0000"
15693,AW00015693,Isabel  Barnes,3,"22287929.0000"
15694,AW00015694,Stephanie  Diaz,2,"10737.0000"
15695,AW00015695,Bruce  Gomez,3,"832424.0000"
15696,AW00015696,Damien A Sun,1,"19899.0000"
15697,AW00015697,Julia  Morris,3,"22294923.0000"
15698,AW00015698,Susan D Wang,1,"4228.0000"
15699,AW00015699,Jonathon F Hernandez,3,"22294426.0000"
15700,AW00015700,Eugene R Guo,3,"22222222.0000"
15701,AW00015701,Jillian R Kapoor,2,"7886.0000"
15702,AW00015702,Ruth  Mehta,3,"22289223.0000"
15703,AW00015703,Alison  Chande,1,"7498.0000"
15704,AW00015704,Peter E Luo,1,"3500.0000"
15705,AW00015705,Gabriel  Simmons,1,"6999.0000"
15706,AW00015706,Tina L Arthur,1,"3500.0000"
15707,AW00015707,Robin  Rubio,1,"3500.0000"
15708,AW00015708,Nina  Jai,1,"7498.0000"
15709,AW00015709,Chelsea M Prasad,1,"9498.0000"
15710,AW00015710,Brandy A Rana,3,"22229119.0000"
15711,AW00015711,Jeffery  Liang,2,"12656.0000"
15712,AW00015712,Whitney  Chandra,2,"5157.0000"
15713,AW00015713,Hannah F Lee,2,"3759.0000"
15714,AW00015714,Bethany W Pal,1,"8397.0000"
15715,AW00015715,Isabella  Adams,2,"3997.0000"
15716,AW00015716,Roy  Madan,2,"20732778.0000"
15717,AW00015717,Alexia M Henderson,2,"20727209.0000"
15718,AW00015718,Heather L Lin,2,"6397.0000"
15719,AW00015719,Lacey A Liang,2,"20729029.0000"
15720,AW00015720,Jaime  Ramos,2,"7022.0000"
15721,AW00015721,Cara R Guo,2,"11896.0000"
15722,AW00015722,Angela  Jenkins,2,"20730929.0000"
15723,AW00015723,Kate L Deng,2,"20730479.0000"
15724,AW00015724,Roger L She,2,"20721979.0000"
15725,AW00015725,Trevor M Price,2,"20948692.0000"
15726,AW00015726,Faith F Barnes,2,"20725408.0000"
15727,AW00015727,Alisha A Zeng,2,"13446.0000"
15728,AW00015728,Keith  Sharma,2,"6397.0000"
15729,AW00015729,Mayra M Suri,2,"20946424.0000"
15730,AW00015730,Philip  Dominguez,2,"12296.0000"
15731,AW00015731,Corey R Chavez,2,"5998.0000"
15732,AW00015732,Sandra V Zhu,2,"20944694.0000"
15733,AW00015733,Leslie  Ramos,2,"20730427.0000"
15734,AW00015734,Alicia  Lal,2,"20949695.0000"
15735,AW00015735,Lori A Blanco,2,"11625.0000"
15736,AW00015736,Sheena  Raje,1,"7694.0000"
15737,AW00015737,Alexander J Robinson,2,"311723.0000"
15738,AW00015738,Abigail  Miller,1,"16628.0000"
15739,AW00015739,Garrett  Rogers,2,"314027.0000"
15740,AW00015740,Johnny G Kumar,1,"3998.0000"
15741,AW00015741,Isabella  Allen,1,"8997.0000"
15742,AW00015742,Grace A Thompson,1,"3998.0000"
15743,AW00015743,Chloe M Thompson,1,"3998.0000"
15744,AW00015744,Angela T Gray,1,"1294.0000"
15745,AW00015745,Julian  Hayes,1,"8997.0000"
15746,AW00015746,Emily L Walker,1,"499.0000"
15747,AW00015747,Evan  Nelson,1,"3998.0000"
15748,AW00015748,Austin D Jenkins,3,"29691.0000"
15749,AW00015749,Grace  Brown,1,"728.0000"
15750,AW00015750,Kaitlin  Martinez,2,"308797.0000"
15751,AW00015751,Kristen  Xu,2,"20951694.0000"
15752,AW00015752,Bobby  Rodriguez,2,"20947923.0000"
15753,AW00015753,Margaret  Li,2,"20725980.0000"
15754,AW00015754,Crystal E Xu,2,"20948692.0000"
15755,AW00015755,Connor  Flores,2,"20726480.0000"
15756,AW00015756,Kari  Gutierrez,2,"20951193.0000"
15757,AW00015757,Edwin J Ferrier,2,"20943695.0000"
15758,AW00015758,Arturo  Andersen,2,"9896.0000"
15759,AW00015759,Erin L Brooks,1,"8997.0000"
15760,AW00015760,Richard D James,4,"14652.0000"
15761,AW00015761,Xavier R Thompson,4,"19640.0000"
15762,AW00015762,Garrett O Stewart,1,"56448.0000"
15763,AW00015763,Xavier F Young,2,"138795.0000"
15764,AW00015764,Louis D Guo,2,"20948393.0000"
15765,AW00015765,Gilbert C Deng,2,"20722981.0000"
15766,AW00015766,Priscilla  Black,2,"6227.0000"
15767,AW00015767,George C Prasad,2,"20723981.0000"
15768,AW00015768,Victoria E Walker,2,"312496.0000"
15769,AW00015769,Kelly  Coleman,2,"315995.0000"
15770,AW00015770,Xavier H Brooks,2,"317993.0000"
15771,AW00015771,Maria A Diaz,2,"317495.0000"
15772,AW00015772,Christopher  Anderson,1,"3998.0000"
15773,AW00015773,Dylan L Jenkins,1,"6447.0000"
15774,AW00015774,Natalie  Kelly,1,"12499.0000"
15775,AW00015775,Michelle W Ward,1,"1523.0000"
15776,AW00015776,Jesse C Mitchell,1,"499.0000"
15777,AW00015777,Brianna D Smith,1,"3998.0000"
15778,AW00015778,José S Miller,2,"317796.0000"
15779,AW00015779,Jackson  Hayes,1,"9047.0000"
15780,AW00015780,Claudia E McDonald,2,"324496.0000"
15781,AW00015781,Blake E Evans,2,"320994.0000"
15782,AW00015782,Katelyn D Collins,1,"728.0000"
15783,AW00015783,David  Alexander,2,"9896.0000"
15784,AW00015784,Rebekah A Vazquez,2,"20723981.0000"
15785,AW00015785,Edwin  Zhang,2,"20952489.0000"
15786,AW00015786,Marshall V Andersen,2,"20722679.0000"
15787,AW00015787,Cynthia  Gonzalez,2,"16793.0000"
15788,AW00015788,Barbara  Li,2,"20951392.0000"
15789,AW00015789,Steve  Schmidt,2,"20734679.0000"
15790,AW00015790,Colin  Xu,2,"20773892.0000"
15791,AW00015791,Megan J Long,2,"4226.0000"
15792,AW00015792,Ernest P Zhou,2,"20771594.0000"
15793,AW00015793,Renee  Navarro,2,"20722981.0000"
15794,AW00015794,Tonya  Chander,2,"11397.0000"
15795,AW00015795,Diane R Munoz,2,"13244.0000"
15796,AW00015796,Edward  Hayes,2,"5998.0000"
15797,AW00015797,Isaac  Cox,2,"20948622.0000"
15798,AW00015798,Anne  Munoz,2,"9896.0000"
15799,AW00015799,Victoria  Anderson,2,"20949392.0000"
15800,AW00015800,Alberto L Serrano,2,"20725980.0000"
15801,AW00015801,Katrina  Shen,2,"20724210.0000"
15802,AW00015802,Bridget  Kumar,2,"20730479.0000"
15803,AW00015803,Bradley  Goel,2,"6626.0000"
15804,AW00015804,Brittney M Liu,2,"9896.0000"
15805,AW00015805,Dawn N Lin,2,"12747.0000"
15806,AW00015806,Devin  Allen,2,"10285.0000"
15807,AW00015807,Scot  Schulte,2,"7057.0000"
15808,AW00015808,Natasha  Blanco,2,"20728480.0000"
15809,AW00015809,Christian  Sharma,2,"6259.0000"
15810,AW00015810,Regina  Kapoor,2,"6717.0000"
15811,AW00015811,Barbara R. Schultz,2,"7116.0000"
15812,AW00015812,Logan  Allen,2,"8125.0000"
15813,AW00015813,Julian  Diaz,1,"3097.0000"
15814,AW00015814,Monica J Subram,1,"9397.0000"
15815,AW00015815,Nicole N Price,3,"14183.0000"
15816,AW00015816,Victoria  Miller,3,"18802.0000"
15817,AW00015817,Chloe  Alexander,1,"6447.0000"
15818,AW00015818,Stanley  Perez,1,"499.0000"
15819,AW00015819,Savannah A Cox,1,"3097.0000"
15820,AW00015820,Chase T Ward,1,"7197.0000"
15821,AW00015821,Logan C Anderson,1,"3097.0000"
15822,AW00015822,Damien M Zhu,2,"4321.0000"
15823,AW00015823,Sharon M Tang,2,"6796.0000"
15824,AW00015824,Lindsay L Kumar,1,"7597.0000"
15825,AW00015825,Angela W Simmons,1,"3998.0000"
15826,AW00015826,Marissa  Price,4,"18471.0000"
15827,AW00015827,Danielle  Ward,2,"141892.0000"
15828,AW00015828,Robyn O Ramos,2,"17225.0000"
15829,AW00015829,Devin D Diaz,2,"18798.0000"
15830,AW00015830,Naomi  Alonso,2,"20775092.0000"
15831,AW00015831,Omar  He,2,"20550708.0000"
15832,AW00015832,Manuel J Martinez,2,"20768195.0000"
15833,AW00015833,Tabitha  Kovar,2,"20768195.0000"
15834,AW00015834,Rebecca  Green,2,"132298.0000"
15835,AW00015835,Marcus R Smith,1,"9397.0000"
15836,AW00015836,Devin L Jackson,1,"728.0000"
15837,AW00015837,Julia  Johnston,1,"3998.0000"
15838,AW00015838,Julia G Taylor,1,"5697.0000"
15839,AW00015839,William A Taylor,1,"2427.0000"
15840,AW00015840,Natalie M Peterson,2,"308027.0000"
15841,AW00015841,Luis  Shan,2,"310527.0000"
15842,AW00015842,Haley  Gray,2,"315296.0000"
15843,AW00015843,Caleb  Wright,2,"314297.0000"
15844,AW00015844,Megan S Brown,2,"313495.0000"
15845,AW00015845,Mackenzie M Carter,2,"324496.0000"
15846,AW00015846,Julian  Flores,2,"494332.0000"
15847,AW00015847,Edward J White,3,"24044.0000"
15848,AW00015848,Gabrielle A Hernandez,1,"3998.0000"
15849,AW00015849,Destiny C Kelly,1,"728.0000"
15850,AW00015850,Rachel  Bradley,2,"481304.0000"
15851,AW00015851,Taylor A Anderson,2,"319846.0000"
15852,AW00015852,Oscar J Henderson,2,"322298.0000"
15853,AW00015853,Jasmine  Brown,1,"5998.0000"
15854,AW00015854,Miranda  Wood,1,"4195.0000"
15855,AW00015855,Noah  Jones,1,"2926.0000"
15856,AW00015856,Luis  Gonzales,3,"15321.0000"
15857,AW00015857,Isabella I White,1,"499.0000"
15858,AW00015858,Jonathan D Parker,1,"728.0000"
15859,AW00015859,Abigail S Ramirez,3,"7414.0000"
15860,AW00015860,Joe  Moreno,2,"132298.0000"
15861,AW00015861,Damien S Zhao,1,"728.0000"
15862,AW00015862,Sriniwa J Narayanan,2,"137995.0000"
15863,AW00015863,Adam  Scott,3,"24301.0000"
15864,AW00015864,Lauren  Bailey,3,"10355.0000"
15865,AW00015865,Isabel M Price,2,"141695.0000"
15866,AW00015866,Abigail T White,3,"14582.0000"
15867,AW00015867,Victoria J White,1,"728.0000"
15868,AW00015868,Caleb R Lal,3,"16651.0000"
15869,AW00015869,Alexandra  Hall,1,"1398.0000"
15870,AW00015870,Zoe  Howard,1,"728.0000"
15871,AW00015871,Ryan  Jai,1,"3998.0000"
15872,AW00015872,Gabriella Z Gonzalez,3,"23554.0000"
15873,AW00015873,Hailey W Richardson,2,"312393.0000"
15874,AW00015874,Samuel  Martin,3,"22544.0000"
15875,AW00015875,Devin  Morris,1,"1523.0000"
15876,AW00015876,Eduardo  Turner,2,"478902.0000"
15877,AW00015877,Jordan S Perez,1,"3998.0000"
15878,AW00015878,Kevin  Flores,3,"22592.0000"
15879,AW00015879,Tyler L Wilson,3,"19693.0000"
15880,AW00015880,Patrick J Bailey,1,"13294.0000"
15881,AW00015881,Destiny S Williams,1,"56499.0000"
15882,AW00015882,Maurice  Xie,2,"137246.0000"
15883,AW00015883,Tristan  Coleman,1,"8995.0000"
15884,AW00015884,Dakota D Bradley,1,"3998.0000"
15885,AW00015885,Garrett E Sanchez,2,"139795.0000"
15886,AW00015886,Matthew W Brown,2,"142246.0000"
15887,AW00015887,Deanna R Vazquez,1,"3998.0000"
15888,AW00015888,Amanda  Richardson,2,"317895.0000"
15889,AW00015889,Robert C Wright,2,"484803.0000"
15890,AW00015890,James D Russell,2,"137526.0000"
15891,AW00015891,Jordan  Lopez,1,"3998.0000"
15892,AW00015892,Pamela  Srini,2,"140146.0000"
15893,AW00015893,Yolanda E Xu,2,"142894.0000"
15894,AW00015894,Joanna M Gutierrez,1,"8997.0000"
15895,AW00015895,Sophia E Parker,1,"6196.0000"
15896,AW00015896,Samuel P Jones,1,"728.0000"
15897,AW00015897,Haley  Cooper,2,"311494.0000"
15898,AW00015898,Isaiah  Gonzalez,1,"728.0000"
15899,AW00015899,Ian A James,2,"313395.0000"
15900,AW00015900,Wyatt  Roberts,1,"69997.0000"
15901,AW00015901,Taylor D Bryant,2,"137697.0000"
15902,AW00015902,Robert J Diaz,2,"139795.0000"
15903,AW00015903,Abigail  Barnes,2,"137295.0000"
15904,AW00015904,Janice  Bennett,2,"139495.0000"
15905,AW00015905,Taylor  Taylor,2,"489902.0000"
15906,AW00015906,Kaitlyn  Lewis,2,"476103.0000"
15907,AW00015907,Steven  Bailey,1,"499.0000"
15908,AW00015908,David M Wilson,2,"141393.0000"
15909,AW00015909,Cassidy W Ross,2,"138025.0000"
15910,AW00015910,Caleb M Hughes,1,"3998.0000"
15911,AW00015911,Maria K Baker,1,"2697.0000"
15912,AW00015912,Mya C Simmons,1,"9397.0000"
15913,AW00015913,Antonio P Hughes,1,"71227.0000"
15914,AW00015914,Logan A Bryant,2,"308027.0000"
15915,AW00015915,Alex  Cox,2,"310298.0000"
15916,AW00015916,Brandon J Walker,2,"479327.0000"
15917,AW00015917,Emily M White,2,"467906.0000"
15918,AW00015918,Roberto  Ruiz,2,"314995.0000"
15919,AW00015919,Rebekah A Prasad,2,"8397.0000"
15920,AW00015920,Colin T Wu,3,"22222221.0000"
15921,AW00015921,Donald M Patel,3,"654929.0000"
15922,AW00015922,Roger C Kumar,2,"14820.0000"
15923,AW00015923,Ricardo  Raje,3,"659278.0000"
15924,AW00015924,Omar D Wang,3,"22171869.0000"
15925,AW00015925,Stanley W Subram,3,"590581.0000"
15926,AW00015926,Donna B Deng,3,"22295325.0000"
15927,AW00015927,Gilbert N Huang,3,"22290759.0000"
15928,AW00015928,Priscilla J Pal,3,"22293477.0000"
15929,AW00015929,Karla V Raji,3,"22291927.0000"
15930,AW00015930,Tiffany C He,1,"8397.0000"
15931,AW00015931,Micah M Xu,3,"536229.0000"
15932,AW00015932,Tabitha  Jimenez,3,"718639.0000"
15933,AW00015933,Clinton  Dominguez,3,"22290657.0000"
15934,AW00015934,Nichole C Raji,2,"314795.0000"
15935,AW00015935,Amber S King,1,"728.0000"
15936,AW00015936,Abigail  Johnson,1,"3998.0000"
15937,AW00015937,Grace R Lewis,2,"314526.0000"
15938,AW00015938,Sean A Collins,1,"728.0000"
15939,AW00015939,Jennifer A Brown,1,"3998.0000"
15940,AW00015940,Jack D Bryant,1,"728.0000"
15941,AW00015941,Bailey M Brooks,2,"310527.0000"
15942,AW00015942,Lucas P Rodriguez,3,"19187.0000"
15943,AW00015943,Richard  Watson,3,"36541.0000"
15944,AW00015944,Damien M Lu,2,"323494.0000"
15945,AW00015945,Alexandria I Kelly,1,"728.0000"
15946,AW00015946,Wyatt L Wilson,1,"10348.0000"
15947,AW00015947,Michelle J Blue,1,"728.0000"
15948,AW00015948,Angela  Hughes,2,"309296.0000"
15949,AW00015949,Katherine J Green,2,"315797.0000"
15950,AW00015950,Erin N Peterson,1,"728.0000"
15951,AW00015951,Jenna J Baker,1,"3998.0000"
15952,AW00015952,Evan J Cooper,2,"317495.0000"
15953,AW00015953,Julio C Moreno,2,"135797.0000"
15954,AW00015954,Marshall L Deng,2,"311796.0000"
15955,AW00015955,Neil M Ortega,1,"3998.0000"
15956,AW00015956,Ryan  Li,1,"499.0000"
15957,AW00015957,Samuel T Ross,1,"16399.0000"
15958,AW00015958,Nicole  Ross,1,"6849.0000"
15959,AW00015959,Logan N Rodriguez,2,"311797.0000"
15960,AW00015960,Brianna R Bryant,1,"499.0000"
15961,AW00015961,Ashley D Walker,2,"312725.0000"
15962,AW00015962,Benjamin C Winter,1,"6196.0000"
15963,AW00015963,Madison M Smith,1,"8997.0000"
15964,AW00015964,Steven E Cox,2,"311796.0000"
15965,AW00015965,Jennifer H Watson,2,"310895.0000"
15966,AW00015966,Natalie  Foster,1,"499.0000"
15967,AW00015967,Dakota  Diaz,1,"499.0000"
15968,AW00015968,Edward  Gonzalez,2,"309996.0000"
15969,AW00015969,Sean  Murphy,2,"310995.0000"
15970,AW00015970,Samuel S Thompson,1,"3998.0000"
15971,AW00015971,Ryan C Jenkins,1,"3998.0000"
15972,AW00015972,Caitlin  Bailey,2,"314894.0000"
15973,AW00015973,Christopher  Garcia,1,"3998.0000"
15974,AW00015974,Marcus C Green,3,"20841.0000"
15975,AW00015975,Gabrielle  Collins,1,"16628.0000"
15976,AW00015976,Kristopher  Patel,2,"315797.0000"
15977,AW00015977,Julia T Harris,1,"3998.0000"
15978,AW00015978,Xavier  Walker,1,"728.0000"
15979,AW00015979,Nicole  Cook,1,"499.0000"
15980,AW00015980,Gabrielle  Morgan,2,"307798.0000"
15981,AW00015981,Gabriel M Powell,1,"12499.0000"
15982,AW00015982,Jose  Evans,1,"499.0000"
15983,AW00015983,Alexis L Ross,2,"313495.0000"
15984,AW00015984,Nathan D Wright,2,"312496.0000"
15985,AW00015985,Devin  Johnson,2,"317995.0000"
15986,AW00015986,Dalton C Sanchez,2,"142294.0000"
15987,AW00015987,Nicole V Kelly,2,"140495.0000"
15988,AW00015988,Edward A Moore,1,"8991.0000"
15989,AW00015989,Savannah  Campbell,2,"314092.0000"
15990,AW00015990,Eduardo E Richardson,2,"309996.0000"
15991,AW00015991,David  Taylor,2,"312725.0000"
15992,AW00015992,Isabelle L Alexander,2,"319493.0000"
15993,AW00015993,Spencer  Coleman,1,"59726.0000"
15994,AW00015994,Olivia R Blue,2,"139195.0000"
15995,AW00015995,Kaitlyn L Johnson,1,"60896.0000"
15996,AW00015996,Emily G Barnes,1,"56499.0000"
15997,AW00015997,Melissa R Jenkins,2,"474634.0000"
15998,AW00015998,Marissa  Flores,1,"237196.0000"
15999,AW00015999,Maria C Hill,1,"235498.0000"
16000,AW00016000,Gabrielle H Ramirez,2,"481395.0000"
16001,AW00016001,Ricardo J Pal,1,"728.0000"
16002,AW00016002,Paige  Hayes,1,"6196.0000"
16003,AW00016003,Carol  Robinson,1,"499.0000"
16004,AW00016004,Joe  Martinez,1,"251825.0000"
16005,AW00016005,Jordan J Hill,3,"19873.0000"
16006,AW00016006,Angelica M Henderson,1,"3998.0000"
16007,AW00016007,Janelle S Gonzalez,1,"232999.0000"
16008,AW00016008,Morgan D Allen,1,"499.0000"
16009,AW00016009,Matthew L Martinez,2,"17045.0000"
16010,AW00016010,Nicole  Wood,1,"728.0000"
16011,AW00016011,Maria  Murphy,2,"365726.0000"
16012,AW00016012,Grace C Cooper,2,"9426.0000"
16013,AW00016013,Xavier A Williams,1,"8997.0000"
16014,AW00016014,Christopher E Wilson,1,"728.0000"
16015,AW00016015,Jessica  Cooper,1,"57498.0000"
16016,AW00016016,Bradley L She,2,"11793.0000"
16017,AW00016017,Jeremy Y Ramirez,1,"5998.0000"
16018,AW00016018,Emma A Henderson,1,"8997.0000"
16019,AW00016019,Amber  Hernandez,1,"57398.0000"
16020,AW00016020,Thomas O Diaz,1,"59596.0000"
16021,AW00016021,Shelby  Sanchez,1,"53999.0000"
16022,AW00016022,Devin S Hernandez,1,"58996.0000"
16023,AW00016023,Willie T Zhang,2,"16689.0000"
16024,AW00016024,Isaac  Hill,1,"499.0000"
16025,AW00016025,Jorge  Sun,2,"20890243.0000"
16026,AW00016026,Byron  Jiménez,2,"20666480.0000"
16027,AW00016027,Anne  Vazquez,2,"20889694.0000"
16028,AW00016028,Cody A Cooper,2,"20887794.0000"
16029,AW00016029,Abby  Patel,2,"20887794.0000"
16030,AW00016030,Max A Martin,2,"7354.0000"
16031,AW00016031,Ian A Allen,2,"20661081.0000"
16032,AW00016032,Colin  Chavez,2,"9095.0000"
16033,AW00016033,Erica E Lin,3,"21971808.0000"
16034,AW00016034,Pamela  Suri,1,"728.0000"
16035,AW00016035,Sebastian C Morgan,2,"5146.0000"
16036,AW00016036,Maria  Long,2,"6196.0000"
16037,AW00016037,Melissa  Kelly,1,"3998.0000"
16038,AW00016038,Roy J Sai,2,"8425.0000"
16039,AW00016039,Steve L Yang,1,"499.0000"
16040,AW00016040,Casey  Gill,1,"6497.0000"
16041,AW00016041,Pedro C Raman,1,"6497.0000"
16042,AW00016042,Ian A Hall,1,"2499.0000"
16043,AW00016043,Mathew L Romero,2,"6196.0000"
16044,AW00016044,Connie  Rai,1,"6849.0000"
16045,AW00016045,Evelyn  Sara,3,"21977706.0000"
16046,AW00016046,Robyn  Gomez,3,"396314.0000"
16047,AW00016047,Taylor H Johnson,1,"499.0000"
16048,AW00016048,Kelli M Yang,1,"3998.0000"
16049,AW00016049,Ashlee A Nara,1,"3998.0000"
16050,AW00016050,Reginald H Moreno,2,"7694.0000"
16051,AW00016051,Leonard D Xu,2,"21872124.0000"
16052,AW00016052,Danny L Gutierrez,2,"21870623.0000"
16053,AW00016053,Frederick  Perez,3,"21972707.0000"
16054,AW00016054,Hector E Ortega,3,"21973405.0000"
16055,AW00016055,Ryan  Lee,1,"6644.0000"
16056,AW00016056,Alison  Shan,1,"2728.0000"
16057,AW00016057,Michele  Gomez,1,"3998.0000"
16058,AW00016058,Margaret G Zhang,2,"3825.0000"
16059,AW00016059,Jésus  Carlson,1,"14697.0000"
16060,AW00016060,Antonio J Griffin,1,"728.0000"
16061,AW00016061,Miguel L Butler,1,"59227.0000"
16062,AW00016062,Katherine C Johnson,1,"728.0000"
16063,AW00016063,Francisco M Kapoor,1,"499.0000"
16064,AW00016064,Isabella J Griffin,1,"728.0000"
16065,AW00016065,Makayla W Torres,1,"57226.0000"
16066,AW00016066,Alex J Ramirez,1,"61194.0000"
16067,AW00016067,Maria  Butler,1,"66489.0000"
16068,AW00016068,Jerry M Shen,1,"56396.0000"
16069,AW00016069,Brianna  Hall,1,"57997.0000"
16070,AW00016070,Sierra J Phillips,1,"3998.0000"
16071,AW00016071,Taylor  Rodriguez,3,"10355.0000"
16072,AW00016072,Caleb S Evans,1,"16628.0000"
16073,AW00016073,Miranda C Bryant,1,"6447.0000"
16074,AW00016074,Caleb  Roberts,1,"3998.0000"
16075,AW00016075,Alexis J Johnson,1,"728.0000"
16076,AW00016076,Catherine A Rogers,1,"728.0000"
16077,AW00016077,Stephanie W Rogers,1,"240145.0000"
16078,AW00016078,Nicole C James,1,"238395.0000"
16079,AW00016079,Natalie  Carter,1,"232492.0000"
16080,AW00016080,Oscar A Patterson,1,"56727.0000"
16081,AW00016081,Arturo M Cai,1,"231999.0000"
16082,AW00016082,Autumn  Zeng,1,"3998.0000"
16083,AW00016083,Mindy A Raje,1,"56197.0000"
16084,AW00016084,Allison R Wright,1,"499.0000"
16085,AW00016085,Trevor K Gonzales,3,"14353.0000"
16086,AW00016086,Charles W Watson,1,"240695.0000"
16087,AW00016087,Micah  Chen,1,"236997.0000"
16088,AW00016088,Bryce A Sanders,1,"728.0000"
